day,kosakata,furigana,arti,contoh1,arti_contoh1,contoh2,arti_contoh2
1,厚い,あつい,TEBAL,この本 ほんはとても厚 あついです。,BUKU INI SANGAT TEBAL。,厚 あついコートを着 きています。,SAYA MEMAKAI MANTEL YANG TEBAL。
1,厚かましい,あつかましい,TIDAK TAHU MALU; MUKA TEMBOK,そんなあつかましいお願い[ねが]はできません。,SAYA TIDAK BISA MEMINTA SESUATU YANG TIDAK TAHU MALU SEPERTI ITU。,何度 なんどもお金 かねを借 かりるなんて、あつかましいです。,MEMINJAM UANG BERKALI-KALI SEPERTI ITU BENAR-BENAR TIDAK TAHU MALU。
1,慌ただしい,あわただしい,SIBUK TERBURU-BURU; HIRUK-PIKUK,朝 あさはいつもあわただしいです。,PAGI HARI SELALU SIBUK DAN TERBURU-BURU。,引 ひっ越 こしの前 まえは、毎日 まいにちあわただしかったです。,"SEBELUM PINDAH RUMAH, SETIAP HARI SANGAT SIBUK。"
1,怪しい,あやしい,MENCURIGAKAN; MERAGUKAN,あの人 ひとは少 すこしあやしいです。,ORANG ITU AGAK MENCURIGAKAN。,あやしいメールは開 ひらかないでください。,JANGAN MEMBUKA EMAIL YANG MENCURIGAKAN。
1,ばかばかしい,ばかばかしい,KONYOL; BODOH; TIDAK MASUK AKAL,そんな話 はなしはばかばかしいです。,CERITA SEPERTI ITU KONYOL。,ばかばかしい理由 りゆうでけんかをしました。,KAMI BERTENGKAR KARENA ALASAN YANG KONYOL。
1,馬鹿らしい,ばからしい,KONYOL; TIDAK LAYAK,そんなことにお金 かねを使 つかうのはばからしいです。,MENGHABISKAN UANG UNTUK HAL SEPERTI ITU SUNGGUH TIDAK LAYAK。,今 いまさら怒 おこるなんて、ばからしいです。,MARAH SEKARANG SEPERTI ITU SUNGGUH KONYOL。
1,茶色い,ちゃいろい,COKELAT,ちゃいろいかばんを買 かいました。,SAYA MEMBELI TAS BERWARNA COKELAT。,彼 かれはちゃいろい靴 くつを履 はいています。,DIA MEMAKAI SEPATU COKELAT。
1,だらしない,だらしない,TIDAK RAPI; TIDAK DISIPLIN,部屋 へやが汚 きたなくて、だらしないです。,KAMARNYA KOTOR DAN TIDAK RAPI。,約束 やくそくの時間 じかんに遅 おくれるのはだらしないです。,TERLAMBAT PADA WAKTU YANG SUDAH DIJANJIKAN ITU TIDAK DISIPLIN。
1,偉い,えらい,HEBAT; TERHORMAT; BERAT/MELELAHKAN,一人 ひとりで全部 ぜんぶやったなんて、えらいですね。,"HEBAT YA, KAMU MELAKUKAN SEMUANYA SENDIRIAN。",毎日 まいにち勉強 べんきょうしている彼 かれはえらいです。,DIA HEBAT KARENA BELAJAR SETIAP HARI。
2,深い,ふかい,DALAM,この川 かわはとてもふかいです。,SUNGAI INI SANGAT DALAM。,彼 かれは日本 にほんについてふかい知識 ちしきがあります。,DIA MEMILIKI PENGETAHUAN YANG MENDALAM TENTANG JEPANG。
2,我慢強い,がまんづよい,SANGAT SABAR; TAHAN,彼女 かのじょはがまんづよい人 ひとです。,DIA ORANG YANG SANGAT SABAR。,痛 いたくても、彼 かれはがまんづよく頑張 がんばりました。,"WALAUPUN SAKIT, DIA TETAP BERTAHAN DAN BERUSAHA KERAS。"
2,激しい,はげしい,HEBAT; KUAT; SENGIT,雨 あめがはげしく降 ふっています。,HUJAN TURUN DENGAN DERAS。,試合 しあいはとてもはげしかったです。,PERTANDINGANNYA SANGAT SENGIT。
2,酷い,ひどい,PARAH; KEJAM; BURUK,今日 きょうはひどい雨 あめです。,HARI INI HUJANNYA SANGAT DERAS/PARAH。,そんなひどいことを言 いわないでください。,JANGAN MENGATAKAN HAL YANG KEJAM SEPERTI ITU。
2,低い,ひくい,RENDAH,この机 つくえはひくいです。,MEJA INI RENDAH。,彼 かれは声 こえがひくいです。,SUARANYA RENDAH。
2,等しい,ひとしい,SAMA; SETARA,二人 ふたりの力 ちからはひとしいです。,KEKUATAN KEDUA ORANG ITU SETARA。,その二つの価値 かちはひとしいです。,NILAI KEDUA HAL ITU SAMA。
2,勢い,いきおい,DAYA; MOMENTUM; TENAGA,車 くるまはすごい勢 いきおいで走 はしっています。,MOBIL ITU MELAJU DENGAN KECEPATAN/MOMENTUM YANG LUAR BIASA。,彼 かれは勢 いきおいよくドアを開 あけました。,DIA MEMBUKA PINTU DENGAN PENUH TENAGA。
2,勇ましい,いさましい,GAGAH; BERANI; PERKASA,いさましい兵士 へいしが町 まちを守 まもりました。,PRAJURIT YANG GAGAH MELINDUNGI KOTA。,彼 かれのいさましい姿 すがたに感動 かんどうしました。,SAYA TERHARU MELIHAT SOSOKNYA YANG GAGAH。
2,痛い,いたい,SAKIT,頭 あたまがいたいです。,KEPALA SAYA SAKIT。,転 ころんで、足 あしがいたいです。,SAYA JATUH DAN KAKI SAYA SAKIT。
2,愛しい,いとしい,TERSAYANG; TERKASIH,子供 こどもはいとしい存在 そんざいです。,ANAK ADALAH SOSOK YANG SANGAT DISAYANGI。,いとしい家族 かぞくのために頑張 がんばります。,SAYA AKAN BERUSAHA DEMI KELUARGA TERCINTA。
2,かっこいい,かっこいい,KEREN; GAGAH,あの車 くるまはかっこいいです。,MOBIL ITU KEREN。,彼 かれはスーツを着 きるとかっこいいです。,DIA TERLIHAT KEREN KETIKA MEMAKAI JAS。
2,かっこ悪い,かっこわるい,TIDAK KEREN; MEMALUKAN,そんな服 ふくはかっこわるいです。,BAJU SEPERTI ITU TIDAK KEREN。,人 ひとの前 まえで怒 おこるのはかっこわるいです。,MARAH DI DEPAN ORANG LAIN ITU TIDAK KEREN/MEMALUKAN。
2,辛い,からい,PEDAS,この料理 りょうりはとてもからいです。,MASAKAN INI SANGAT PEDAS。,からい食 たべ物 ものが好 すきです。,SAYA SUKA MAKANAN PEDAS。
2,軽い,かるい,RINGAN,このかばんはかるいです。,TAS INI RINGAN。,症状 しょうじょうはかるいです。,GEJALANYA RINGAN。
2,賢い,かしこい,PINTAR; CERDAS,あの子 こはとてもかしこいです。,ANAK ITU SANGAT PINTAR。,かしこい方法 ほうほうを考 かんがえましょう。,MARI PIKIRKAN CARA YANG CERDAS。
2,硬い / 固い,かたい,KERAS; KAKU; KOKOH,この肉 にくはかたいです。,DAGING INI KERAS。,頭 あたまがかたい人 ひとです。,DIA ORANG YANG BERPIKIRAN KAKU。
2,可愛い,かわいい,LUCU; IMUT; CANTIK,この犬 いぬはかわいいです。,ANJING INI LUCU。,かわいい服 ふくを買 かいました。,SAYA MEMBELI PAKAIAN YANG LUCU。
2,可愛らしい,かわいらしい,MANIS; IMUT; TERLIHAT LUCU,小 ちいさな花 はながかわいらしいです。,BUNGA KECIL ITU TERLIHAT MANIS。,彼女 かのじょはかわいらしい笑顔 えがおをしています。,DIA MEMILIKI SENYUM YANG MANIS。
2,痒い,かゆい,GATAL,背中 せなかがかゆいです。,PUNGGUNG SAYA GATAL。,虫 むしに刺 さされて、足 あしがかゆくなりました。,"SETELAH DIGIGIT SERANGGA, KAKI SAYA MENJADI GATAL。"
2,煙い,けむい,BERASAP; TERASA ASAP,部屋 へやがけむいです。,RUANGAN INI PENUH ASAP。,煙 けむりが多 おおくて、目 めがけむいです。,"KARENA BANYAK ASAP, MATA SAYA TERASA PERIH/TERGANGGU ASAP。"
3,険しい,けわしい,TERJAL; CURAM; SULIT,この山 やまの道 みちはけわしいです。,JALAN GUNUNG INI TERJAL。,人生 じんせいはけわしい道 みちです。,KEHIDUPAN ADALAH JALAN YANG PENUH TANTANGAN。
3,気が小さい,きがちいさい,PENAKUT; TIDAK PERCAYA DIRI,彼 かれはきがちいさい人 ひとです。,DIA ORANG YANG PENAKUT/TIDAK PERCAYA DIRI。,きがちいさいので、人 ひとの前 まえで話 はなせません。,"KARENA TIDAK PERCAYA DIRI, DIA TIDAK BISA BERBICARA DI DEPAN ORANG。"
3,気が強い,きがつよい,BERKEMAUAN KUAT; BERANI,彼女 かのじょはきがつよいです。,DIA MEMILIKI KEMAUAN YANG KUAT。,きがつよい人 ひとなので、簡単 かんたんには諦 あきらめません。,"KARENA DIA ORANG YANG BERKEMAUAN KUAT, DIA TIDAK MUDAH MENYERAH。"
3,気が弱い,きがよわい,PENAKUT; LEMAH MENTAL,彼 かれはきがよわいです。,DIA LEMAH MENTAL/PENAKUT。,きがよわくて、自分 じぶんの意見 いけんを言 いえません。,"KARENA KURANG PERCAYA DIRI, DIA TIDAK BISA MENYAMPAIKAN PENDAPATNYA。"
3,黄色い,きいろい,KUNING,きいろい花 はなが咲 さいています。,BUNGA KUNING SEDANG BERMEKARAN。,きいろいシャツを着 きています。,SAYA MEMAKAI KEMEJA KUNING。
3,気持ちいい,きもちいい,NYAMAN; ENAK; MENYEGARKAN,風 かぜがきもちいいです。,ANGINNYA TERASA NYAMAN。,お風呂 ふろに入 はいると、きもちいいです。,MANDI TERASA MENYEGARKAN/NYAMAN。
3,気持ち悪い,きもちわるい,MENJIJIKKAN; TIDAK ENAK; MERASA MUAL,このにおいはきもちわるいです。,BAU INI MENJIJIKKAN。,食 たべすぎて、きもちわるいです。,"KARENA MAKAN TERLALU BANYAK, SAYA MERASA MUAL。"
3,きつい,きつい,KETAT; BERAT; MELELAHKAN,この靴 くつはきついです。,SEPATU INI TERLALU SEMPIT/KETAT。,今日 きょうの仕事 しごとはきつかったです。,PEKERJAAN HARI INI SANGAT BERAT。
3,濃い,こい,PEKAT; KENTAL; KUAT (WARNA/RASA),このコーヒーは味 あじがこいです。,KOPI INI RASANYA PEKAT。,こい青 あおのシャツを着 きています。,SAYA MEMAKAI KEMEJA BIRU TUA。
3,恋しい,こいしい,RINDU; DIRINDUKAN,家族 かぞくがこいしいです。,SAYA MERINDUKAN KELUARGA。,日本 にほんに住 すんでいると、故郷 ふるさとがこいしくなります。,"SAAT TINGGAL DI JEPANG, SAYA MENJADI RINDU KAMPUNG HALAMAN。"
3,心細い,こころぼそい,MERASA CEMAS/KESEPIAN; TIDAK TENANG,一人 ひとりでいると、こころぼそいです。,"KALAU SENDIRIAN, SAYA MERASA TIDAK TENANG。",知 しらない町 まちに一人 ひとりで来 きて、こころぼそかったです。,SAYA MERASA CEMAS KETIKA DATANG SENDIRIAN KE KOTA YANG TIDAK DIKENAL。
3,快い,こころよい,MENYENANGKAN; NYAMAN,こころよい風 かぜが吹 ふいています。,ANGIN YANG NYAMAN SEDANG BERTIUP。,こころよい音楽 おんがくを聞 ききました。,SAYA MENDENGARKAN MUSIK YANG MENYENANGKAN。
3,細かい,こまかい,KECIL/DETAIL; RINCI,こまかいお金 かねがありません。,SAYA TIDAK PUNYA UANG RECEH。,先生 せんせいがこまかく説明 せつめいしてくれました。,GURU MENJELASKAN SECARA RINCI KEPADA SAYA。
3,怖い,こわい,TAKUT; MENAKUTKAN,私 わたしは高 たかいところがこわいです。,SAYA TAKUT TEMPAT YANG TINGGI。,あの映画 えいがはこわいです。,FILM ITU MENAKUTKAN。
3,下らない,くだらない,TIDAK BERGUNA; SEPELE; KONYOL,くだらない話 はなしをしないでください。,JANGAN MEMBICARAKAN HAL YANG TIDAK BERGUNA。,そんなくだらないことで怒 おこらないでください。,JANGAN MARAH KARENA HAL SEPELE SEPERTI ITU。
3,諄い,くどい,BERTELE-TELE; TERLALU KUAT/PEKAT,彼 かれの説明 せつめいはくどいです。,PENJELASANNYA BERTELE-TELE。,この料理 りょうりは味 あじがくどいです。,RASA MASAKAN INI TERLALU KUAT/BERAT。
3,暗い,くらい,GELAP; MURAM,部屋 へやがくらいです。,RUANGANNYA GELAP。,彼 かれは少 すこしくらい性格 せいかくです。,DIA MEMILIKI SIFAT YANG AGAK MURAM。
3,臭い,くさい,BAU; BERBAU,この靴 くつはくさいです。,SEPATU INI BAU。,ゴミ箱 ばこがくさいです。,TEMPAT SAMPAHNYA BAU。
3,詳しい,くわしい,DETAIL; MENGETAHUI DENGAN BAIK,彼 かれは日本 にほんの歴史 れきしにくわしいです。,DIA SANGAT MENGETAHUI SEJARAH JEPANG。,くわしい情報 じょうほうを教 おしえてください。,TOLONG BERIKAN INFORMASI YANG LEBIH DETAIL。
3,眩しい,まぶしい,MENYILAUKAN,太陽 たいようがまぶしいです。,MATAHARI MENYILAUKAN。,朝 あさの光 ひかりがまぶしくて、目 めを開 あけられません。,CAHAYA PAGI SANGAT MENYILAUKAN SEHINGGA SAYA TIDAK BISA MEMBUKA MATA。
4,丸い,まるい,BULAT,月 つきはまるいです。,BULAN BERBENTUK BULAT。,まるいテーブルを買 かいました。,SAYA MEMBELI MEJA BUNDAR。
4,まずい,まずい,TIDAK ENAK; BURUK; GAWAT,この料理 りょうりはまずいです。,MASAKAN INI TIDAK ENAK。,これはまずい状況 じょうきょうです。,INI ADALAH SITUASI YANG GAWAT/BURUK。
4,貧しい,まずしい,MISKIN; KEKURANGAN,彼 かれはまずしい家庭 かていで育 そだちました。,DIA DIBESARKAN DALAM KELUARGA MISKIN。,まずしい生活 せいかつをしていました。,SAYA MENJALANI KEHIDUPAN YANG KEKURANGAN。
4,めでたい,めでたい,MEMBAHAGIAKAN; PATUT DIRAYAKAN,結婚 けっこんはめでたいことです。,PERNIKAHAN ADALAH HAL YANG MEMBAHAGIAKAN。,無事 ぶじに合格 ごうかくできて、めでたいですね。,"BERHASIL LULUS DENGAN SELAMAT, SUNGGUH MEMBAHAGIAKAN YA。"
4,見っともない,みっともない,MEMALUKAN; TIDAK PANTAS,人 ひとの前 まえで大声 おおごえで怒 おこるのはみっともないです。,MARAH DENGAN SUARA KERAS DI DEPAN ORANG LAIN ITU MEMALUKAN。,そんなみっともない服 ふくで出 でかけないでください。,JANGAN KELUAR DENGAN PAKAIAN YANG TIDAK PANTAS SEPERTI ITU。
4,ものすごい,ものすごい,LUAR BIASA; SANGAT HEBAT,ものすごい雨 あめが降 ふっています。,HUJAN TURUN DENGAN SANGAT DERAS。,彼 かれはものすごいスピードで走 はしりました。,DIA BERLARI DENGAN KECEPATAN LUAR BIASA。
4,もったいない,もったいない,SAYANG SEKALI; SIA-SIA,食 たべ物 ものを捨 すてるのはもったいないです。,MEMBUANG MAKANAN ITU SAYANG SEKALI。,まだ使 つかえるのに、捨 すてるのはもったいないです。,"PADAHAL MASIH BISA DIGUNAKAN, SAYANG SEKALI KALAU DIBUANG。"
4,蒸し暑い,むしあつい,PANAS DAN LEMBAP,今日 きょうはむしあついです。,HARI INI PANAS DAN LEMBAP。,夏 なつの夜 よるはむしあつくて、眠 ねむれません。,MALAM MUSIM PANAS PANAS DAN LEMBAP SEHINGGA TIDAK BISA TIDUR。
4,何気ない,なにげない,TANPA SENGAJA; SEPELE; BIASA,彼 かれのなにげない一言 ひとことで、元気 げんきになりました。,SAYA MENJADI SEMANGAT KARENA SATU UCAPAN SEDERHANANYA。,なにげない質問 しつもんをしました。,SAYA MENGAJUKAN PERTANYAAN BIASA/TANPA MAKSUD TERTENTU。
4,懐かしい,なつかしい,MEMBUAT RINDU KENANGAN MASA LALU,この歌 うたを聞 きくとなつかしい気持 きもちになります。,"KETIKA MENDENGAR LAGU INI, SAYA MERASA BERNOSTALGIA。",子供 こどものころの写真 しゃしんを見るとなつかしいです。,MELIHAT FOTO MASA KECIL MEMBUAT SAYA BERNOSTALGIA。
4,粘り強い,ねばりづよい,GIGIH; TEKUN; TIDAK MUDAH MENYERAH,彼 かれはねばりづよい人 ひとです。,DIA ORANG YANG GIGIH。,失敗 しっぱいしても、ねばりづよく頑張 がんばりました。,"MESKIPUN GAGAL, DIA TETAP BERUSAHA DENGAN GIGIH。"
4,鈍い,にぶい,TUMPUL; LAMBAT; TIDAK PEKA,このナイフはにぶいです。,PISAU INI TUMPUL。,彼 かれは人 ひとの気持 きもちににぶいです。,DIA KURANG PEKA TERHADAP PERASAAN ORANG LAIN。
4,憎らしい,にくらしい,MENYEBALKAN; MENJENGKELKAN,あの人 ひとの態度 たいどはにくらしいです。,SIKAP ORANG ITU MENYEBALKAN。,何 なにを言 いっても笑 わらっている彼 かれがにくらしいです。,DIA YANG SELALU TERTAWA APA PUN YANG DIKATAKAN SANGAT MENYEBALKAN。
4,のろい,のろい,LAMBAT,この車 くるまはのろいです。,MOBIL INI LAMBAT。,インターネットがのろくて困 こまっています。,INTERNETNYA LAMBAT DAN SAYA KESULITAN。
4,ぬるい,ぬるい,SUAM-SUAM KUKU,お茶 ちゃがぬるいです。,TEHNYA SUAM-SUAM KUKU。,お風呂 ふろがぬるくて、あまり温 あたたまりません。,AIR MANDINYA TERLALU SUAM SEHINGGA TIDAK TERLALU MENGHANGATKAN TUBUH。
4,可笑しい,おかしい,LUCU; ANEH; TIDAK WAJAR,その話 はなしはおかしいです。,CERITA ITU ANEH。,彼 かれの話 はなしはいつもおかしくて、みんな笑 わらいます。,CERITANYA SELALU LUCU SEHINGGA SEMUA ORANG TERTAWA。
4,思いがけない,おもいがけない,TIDAK DISANGKA; TAK TERDUGA,おもいがけないプレゼントをもらいました。,SAYA MENDAPAT HADIAH YANG TIDAK DISANGKA-SANGKA。,駅 えきでおもいがけない人 ひとに会 あいました。,SAYA BERTEMU ORANG YANG TIDAK DISANGKA-SANGKA DI STASIUN。
4,幼い,おさない,MASIH KECIL; KEKANAK-KANAKAN,彼 かれはまだおさない子供 こどもです。,DIA MASIH ANAK KECIL。,その考 かんがえ方 かたは少 すこしおさないです。,CARA BERPIKIRNYA AGAK KEKANAK-KANAKAN。
4,惜しい,おしい,SAYANG; HAMPIR; NYARIS,あと一点 いってんで勝 かてたのに、おしいです。,"TINGGAL SATU POIN LAGI SEBENARNYA BISA MENANG, SAYANG SEKALI。",おしいところで試験 しけんに落 おちました。,SAYA GAGAL DALAM UJIAN HANYA SEDIKIT LAGI。
4,恐ろしい,おそろしい,MENGERIKAN; MENAKUTKAN,地震 じしんはおそろしいです。,GEMPA BUMI ITU MENGERIKAN。,おそろしい事故 じこが起 おきました。,KECELAKAAN MENGERIKAN TERJADI。
5,大人しい,おとなしい,PENDIAM; TENANG; PATUH,彼女 かのじょはおとなしい性格 せいかくです。,DIA MEMPUNYAI SIFAT PENDIAM。,この犬 いぬはとてもおとなしいです。,ANJING INI SANGAT TENANG/PATUH。
5,寂しい,さびしい,KESEPIAN; SUNYI,一人 ひとりでいるとさびしいです。,"KALAU SENDIRIAN, SAYA MERASA KESEPIAN。",友達 ともだちが帰 かえって、さびしくなりました。,"SETELAH TEMAN SAYA PULANG, SAYA MERASA KESEPIAN。"
5,寒い,さむい,DINGIN (CUACA),今日 きょうはとてもさむいです。,HARI INI SANGAT DINGIN。,冬 ふゆの朝 あさはさむいです。,PAGI HARI DI MUSIM DINGIN DINGIN。
5,狭い,せまい,SEMPIT,この部屋 へやはせまいです。,KAMAR INI SEMPIT。,この道 みちはせまいので、気 きをつけてください。,"JALAN INI SEMPIT, JADI HATI-HATI。"
5,切ない,せつない,PILU; SEDIH; MENYAYAT HATI,昔 むかしの写真 しゃしんを見ると、せつない気持 きもちになります。,MELIHAT FOTO MASA LALU MEMBUAT HATI TERASA PILU。,この歌 うたを聞 きくと、せつないです。,MENDENGAR LAGU INI MEMBUAT HATI TERASA SEDIH。
5,四角い,しかくい,BERBENTUK KOTAK,このテーブルはしかくいです。,MEJA INI BERBENTUK PERSEGI。,しかくい箱 はこに入 いれてください。,TOLONG MASUKKAN KE DALAM KOTAK BERBENTUK PERSEGI。
5,仕方ない,しかたない,TIDAK ADA PILIHAN; TIDAK BISA DIHINDARI,雨 あめだから、しかたないです。,"KARENA HUJAN, TIDAK ADA PILIHAN。",電車 でんしゃが遅 おくれたので、しかたなくタクシーに乗 のりました。,"KARENA KERETA TERLAMBAT, MAU TIDAK MAU SAYA NAIK TAKSI。"
5,塩辛い,しおからい,ASIN,このスープはしおからいです。,SUP INI ASIN。,しおからい食 たべ物 ものはあまり食 たべません。,SAYA TIDAK TERLALU MAKAN MAKANAN ASIN。
5,親しい,したしい,AKRAB; DEKAT,彼 かれは私 わたしのしたしい友達 ともだちです。,DIA ADALAH TEMAN DEKAT SAYA。,先生 せんせいとしたしい関係 かんけいです。,SAYA MEMPUNYAI HUBUNGAN YANG DEKAT DENGAN GURU。
5,しつこい,しつこい,PERSISTEN SECARA MENGGANGGU; TIDAK MAU BERHENTI,あの人 ひとはしつこいです。,ORANG ITU SANGAT MENGGANGGU KARENA TERUS MEMAKSA。,しつこく電話 でんわをかけないでください。,JANGAN TERUS-MENERUS MENELEPON。
5,そそっかしい,そそっかしい,CEROBoh; GEGABAH,私 わたしはそそっかしいところがあります。,SAYA MEMILIKI SISI YANG CEROBoh。,そそっかしいので、よく忘 わすれ物 ものをします。,"KARENA CEROBoh, SAYA SERING LUPA MEMBAWA BARANG。"
5,騒々しい,そうぞうしい,BISING; RIBUT,外 そとがそうぞうしいです。,DI LUAR SANGAT BISING。,隣 となりの部屋 へやがそうぞうしくて、眠 ねむれません。,KAMAR SEBELAH SANGAT BERISIK SEHINGGA SAYA TIDAK BISA TIDUR。
5,素晴らしい,すばらしい,LUAR BIASA; MENAKJUBKAN,すばらしい景色 けしきですね。,PEMANDANGANNYA LUAR BIASA YA。,彼 かれはすばらしい仕事 しごとをしました。,DIA MELAKUKAN PEKERJAAN YANG LUAR BIASA。
5,凄い,すごい,HEBAT; LUAR BIASA,すごいですね。,HEBAT SEKALI。,彼 かれはすごい力 ちからを持 もっています。,DIA MEMILIKI KEKUATAN YANG LUAR BIASA。
5,酸っぱい,すっぱい,ASAM,このレモンはすっぱいです。,LEMON INI ASAM。,すっぱい梅干 うめぼしを食 たべました。,SAYA MAKAN UMEBOSHI YANG ASAM。
5,鋭い,するどい,TAJAM; CERDAS/TAJAM,このナイフはするどいです。,PISAU INI TAJAM。,彼 かれはするどい質問 しつもんをしました。,DIA MENGAJUKAN PERTANYAAN YANG TAJAM。
5,涼しい,すずしい,SEJUK,今日はすずしいです。,HARI INI SEJUK。,夜 よるになると、すずしくなります。,"KETIKA MALAM TIBA, UDARA MENJADI SEJUK。"
5,堪らない,たまらない,TIDAK TERTAHANKAN; SANGAT,暑 あつくてたまらないです。,PANASNYA TIDAK TERTAHANKAN。,このケーキはおいしくてたまらないです。,KUE INI SANGAT ENAK SAMPAI TIDAK TAHAN INGIN TERUS MEMAKANNYA。
5,とんでもない,とんでもない,LUAR BIASA; TIDAK MASUK AKAL; SAMA SEKALI TIDAK,とんでもないことが起 おきました。,SESUATU YANG LUAR BIASA/TIDAK TERDUGA TERJADI。,「ありがとうございます」「とんでもないです」,“TERIMA KASIH.” “SAMA SEKALI TIDAK / TIDAK PERLU BERTERIMA KASIH.”
5,遠い,とおい,JAUH,駅 えきはここからとおいです。,STASIUN JAUH DARI SINI。,日本 にほんはインドネシアからとおいです。,JEPANG JAUH DARI INDONESIA。
6,冷たい,つめたい,DINGIN (BENDA/MINUMAN); DINGIN HATI,水 みずがつめたいです。,AIRNYA DINGIN。,彼 かれは私 わたしに対 たいしてつめたいです。,DIA BERSIKAP DINGIN KEPADA SAYA。
6,辛い,つらい,BERAT; MENYAKITKAN; SULIT,仕事 しごとがつらいです。,PEKERJAAN TERASA BERAT。,家族 かぞくと離 はなれるのはつらいです。,BERPISAH DARI KELUARGA ITU MENYAKITKAN。
6,美味い / 旨い,うまい,ENAK; MAHIR,この料理 りょうりはうまいです。,MASAKAN INI ENAK。,彼 かれは料理 りょうりを作 つくるのがうまいです。,DIA PANDAI MEMASAK。
6,羨ましい,うらやましい,IRI; INGIN SEPERTI ORANG LAIN,日本語 にほんごが上手 じょうずでうらやましいです。,SAYA IRI KARENA KEMAMPUAN BAHASA JEPANGNYA BAGUS。,海外 かいがいで働 はたらいている彼 かれがうらやましいです。,SAYA IRI KEPADA DIA YANG BEKERJA DI LUAR NEGERI。
6,嬉しい,うれしい,SENANG; GEMBIRA,合格 ごうかくしてうれしいです。,SAYA SENANG KARENA LULUS。,プレゼントをもらってうれしかったです。,SAYA SENANG MENDAPAT HADIAH。
6,煩い,うるさい,BERISIK; MENGGANGGU; BAWEL,外 そとがうるさいです。,DI LUAR BERISIK。,父 ちちは服 ふくについてうるさいです。,AYAH SANGAT CEREWET SOAL PAKAIAN。
6,薄暗い,うすぐらい,REMANG-REMANG,部屋 へやがうすぐらいです。,RUANGANNYA REMANG-REMANG。,うすぐらい道 みちを一人 ひとりで歩 あるきました。,SAYA BERJALAN SENDIRIAN DI JALAN YANG REMANG-REMANG。
6,薄い,うすい,TIPIS; ENCER; SAMAR,この本 ほんはうすいです。,BUKU INI TIPIS。,このコーヒーは味 あじがうすいです。,RASA KOPI INI ENCER。
6,美しい,うつくしい,INDAH; CANTIK,富士山 ふじさんはうつくしいです。,GUNUNG FUJI INDAH。,うつくしい花 はなが咲 さいています。,BUNGA YANG INDAH SEDANG BERMEKARAN。
